PID,Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Relationship,Digital URI,ILMS Identifier,ILMS URI,Creator/Contributor,Date,Location,Accession number
3077626,"Bourke Street Melbourne, Looking West From Swanston Street, Showing South Side Of The Street","Architect Leslie M Perott  designed the 11 storey interwar building, the Savoy Plaza Hotel. Originally called the Alexander Hotel, it features upper balconies beneath a deep cornice and balconettes on the third and tenth storey windows",a14292,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078378,1719762,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1719762,"Nettleton, Charles, 1826-1902 photographer.",1877/1883,"""-37.813531, 144.965633"", NE cnr Bourke and Swanston",H4492
1012589,"The Hotel Alexander, Spencer Street, Melbourne","Architect Leslie M Perott  designed the 11 storey interwar building, the Savoy Plaza Hotel. Originally called the Alexander Hotel, it features upper balconies beneath a deep cornice and balconettes on the third and tenth storey windows.",pc004537,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/1012647,2155677,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2155677,"Meyer, Clarrance, 1901-1966, compiler.",1930/1929,"""-37.817844, 144.954013"", 122-132 Spencer",H2011.26/4
338184,Fire Station Eastern Hill,"Parliament House commenced construction in 1856, and was continually added to until 1929. This is one of AustraliaÃ¯Â¿Â½s premier 19th century buildings. Designed by government architect, Charles Pasley, the location was selected by colonial surveyor, Robert Hoddle, who placed it at the top of Bourke Street to overlook the city. The strong European influence is reflected in the Romanesque grand columns and Classical Greek sculptural reliefs. The original design also included a dome, but was cancelled due to cost. The building was used the Commonwealth Parliament from 1901-1927.",pc004485,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/338200,1913100,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1913100,"Cole, E. W. (Edward William), 1832-1918.",1902/1908,"""-37.81125935, 144.9733765"", 110 Spring",H2009.98/1
336769,"Kodak House, 252 Collins Street, Melbourne",Kodak House was completed in 1935 and designed by Oakley & Parkes. Tthe narrow frontage of this building features stainless steel panels and was one of the first Melbourne buildings to do so.  Its seven storeys and vertical design is a good example of an inter-war Moderne building.,pi009831,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/337778,2010468,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2010468,"Commercial Photographic Co., photographers.",1930/1949,"""-37.815499, 144.965354"", 252 Collins",H2009.185/20
347504,"Collins Street South Between Russell Street And Regent Place, Melbourne Vic.","The Regent Theatre was designed by Cedric Ballantyne and opened in 1929 as one of MelbourneÃ¯Â¿Â½s grandest cinemas. In the ballroom was the Plaza Theatre, with seating for more than 1000 people. A fire in 1945 resulted in much of the interior being rebuilt, but to the original design. When its owner Hoyts sold it off in 1970, it seemed destined for demolition and was closed for over twenty years. Council intervention restored the building and it re-opened in 1996. Today it is a popular live theatre, music and comedy venue.",dc000271,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/348538,1872736,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1872736,"Halla, K. J., photographer.",1966,"""-37.81538773, 144.9674988"", 191 Collins",H36133/271
3077689,"Swanston Street & M.U. I.E. Manchester Unity Building, Melbourne","The Manchester Unity Building, designed by Marcus Barlow, was built in 1932 and was the tallest building in Melbourne at that time. Inspired by ChicagoÃ¯Â¿Â½s Tribune Tower, the Unity building was erected during the depression and employed workers around the clock. The 11 floors were added in just three months. Its prominent tower and graceful design makes it one of MelbourneÃ¯Â¿Â½s most elegant buildings.",pc004124,image/jpg,"StillImage,Photographic postcards,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078410,1797583,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1797583,"Rose Stereograph Co., photographer.",1932/1938,"""-37.815492, 144.966541"", NW cnr collins & swanston",H2006.43/21
2357529,Houses of Parliment,"Photographic Souvenir Of Melbourne. Foldout postcard comprising 15 images. , Title taken from cover, not captured. Published by The Valentine & Sons Publishing Co. Ltd. Melbourne. Including view from Flinders street, Swanston street, Collins street, View from Wellington parade and Alexandra avenue",b30385,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2357971,1707465,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1707465,,1911/1917,,H40638
2357520,"View from Wellington Parade, Melbourne","Photographic Souvenir Of Melbourne. Foldout postcard comprising 15 images. , Title taken from cover, not captured. Published by The Valentine & Sons Publishing Co. Ltd. Melbourne. Including view from Flinders street, Swanston street, Collins street, View from Wellington parade and Alexandra avenue",b30376,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2357962,1707465,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1707465,,1911/1917,,H40638
3077671,"New Colonial Bank Of Australasia, Melbourne North East Corner Of Elizabeth And Little Collins Streets, Melbourne","The New Colonial Bank of Australasia was a three storey building on the corner of Elizabeth and Little Collins Streets, constructed in 1880. It was designed by Messrs. Smith and Johnson. After demolition the doorway with the two sculpted male figures or Atlante was placed on the facade of the Chemistry School in the grounds of the University of Melbourne. Following the demolition of the Chemistry School, the doorway was placed at an exit from the University's underground car park.",pi003864,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078401,1792793,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1792793,,9999,"""-37.815227, 144.963611"", NE cnr Elizabeth & Lt Collins",H2146
501237,"Queens Bridge, Melbourne","Queens Bridge was named after Queen Victoria Ã¯Â¿Â½ a wrought iron bridge crossing the Yarra, and connecting Market and William Streets.  It was designed by Frederick M Hynes and opened in 1890. The minimal rise of the Yarra allowed for a flat arch design, which is supported by iron cylinders. This was an innovative design in the nineteenth century.",fc000207,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/501810,1757226,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1757226,"Victorian Railways, photographer.",1900/1920,"""-37.819249, 144.962268"", 367 Flinders",H92.301/207
364879,Melbourne Looking South West From Treasury,Title inscribed on mount verso. -- Date of copyright registration ascertained from Victorian Patents Office Copyright Collection (VPOCC) Index:  May 22 1872. -- VPOCC registration number inscribed on mount u.l.: 469. -- Original Picture Collection locatio,cc002034,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/367005,1805583,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1805583,,1872,,H96.160/1716
2039666,Fire Station Eastern Hill,"Artistic Melbourne Views, Part of a 17 postcard views in a booklet. -- Printed on cover l.c.:Buildings, Streets & Parks. -- Printed by The Speciality Press Pty. Ltd., 189 little Collins St., Melbourne.",pc003337,image/jpg,"StillImage,Postcards",No copyright restrictions apply.,This work is out of copyright,Viewfolders Victoria. H-O.; Kookaburra series.,http://api.slv.vic.gov.au/access_record/2040179,1774350,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1774350,,1911/1918,,H98.116/1
364877,"The Mint, William Street, Melbourne","The Melbourne Mint was opened in 1872. Modelled after the PalazzoÃ¯Â¿Â½Vidoni-CaffarelliÃ¯Â¿Â½in Rome, the original plans by Ward & Comber called for a building three storey high and almost double the width of the building we see today. However William Wardell, the Inspector-General of Public Works, was instructed to reduce costs, so architect John James Clark modified the plans to a more restrained two storeys. From 1916 to the 1960s, most of the coins produced in Australia were created on this site. After decimal currency was introduced in the late 1960s, and the Commonwealth Mint in Canberra was opened, there was no longer a need for a mint in Melbourne. The building is now home to the Hellenic Museum. ",cc002036,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/367004,1805579,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1805579,,1872,"""-37.81221771, 144.957077"", 280 William",H96.160/1715
286899,"Central Railway Station, Melbourne.","Flinders Street Station was designed by JW Fowcett and GPG Ashworthand was  finally completed in 1910.  Electric trains began arriving and departing in 1919. Flinders Street is now MelbourneÃ¢â‚¬â„¢s busiest station and one of the cityÃ¢â‚¬â„¢s most iconic buildings, used by over 100,000 people every day. The clocks across the arch, part of the original design, show the times of departing trains, and continue to be a popular meeting place for Victorians. In 2013 the State Government announced a billion dollar refurbishment, to include a water-front amphitheatre and a market whilst still retaining the iconic dome and arched entrance.",sj000318,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Shirley Jones collection of Victorian postcards,http://api.slv.vic.gov.au/access_record/287195,1667509,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1667509,,1907/1913,"195 Flinders street, Melbourne, Cnr Flinders street & Swanston street, Melbourne",H96.200/284
334677,"Bourke Street, Melbourne.","Built in 1886, Parer's Crystal CafÃ¯Â¿Â½ was one of Melbourne's leading coffee houses and hotels. Designed by architect Peter Matthew, with later renovations by RM and MH King, it was built for the Parer brothers, who arrived in Australia from Catalonia in the 1850s. With four storeys decorated with fountains, 'opus sectile' (mosaic) floors and mirrored walls, and topped with a dome, the building was famously opulent. The hotel had 80 bedrooms upstairs, and a popular bar and cafÃ¯Â¿Â½ at street level. The building was demolished in 1961 to make way for WaltonÃ¯Â¿Â½s department store. The space later housed a cinema, before being transformed into the Mid-City Centre, where a cinema still operates today.",a37542,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/334783,1770829,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1770829,"Fowler, Lyle 1891-1969 photographer.   Commercial Photographic Co., photographer.",1940/1946,"""-37.81226349, 144.9701843"", 103 Bourke",H92.20/1478
2619050,"Alexandra Club, On The South East Corner Of Collins And Russell Streets, Melbourne","The Alexandra Club was designed by William Salway and completed in 1887. The Mannerist style building was originally two storeys with a tower. A third storey was added about 1900. The Alexandra club, a private womenÃ¯Â¿Â½s club, once occupied the building.",pi015143,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2619116,2389397,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2389397,,1891,"""-37.814821, 144.969433"", 139 Collins",H11743
285707,"Port Authority Building And Swann House (s.E.C.), Flinders Lane At Market Street, Melbourne","Designed by Smith, Ogg and Serpell the Port Authority Building was finished in 1931 during the Depression. The Port Authority sits opposite Customs house and is a reminder of MelbourneÃ¯Â¿Â½s early burgeoning harbour activity. The flat roof, solid base, the four columns and classic detailing reflects the influence of the Beaux-Arts style. In 1933 the building won the Royal Victorian Institute of ArchitectsÃ¯Â¿Â½ Street Architecture Medal.  The Port Authority relocated in 1982. It is now a residential site. ",cr002336,image/jpg,"StillImage,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/286022,1785342,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1785342,"Ettelson, Philip E. Windmiller, 1895-1976, photographer.",1929/1935,"""-37.818652, 144.960479"", 29-31 Market",H2001.22/85
