Title,Description,Identifier,Format,Type,Access rights statement,Copyright Statement,Collection,Digital Uri,ILMS Identifier,ILMS URI,Creator,Date,Location,Physical format
"Melbourne and Metropolitan Board of Works detail plan. 989, Prahran [cartographic material].","Streets shown include Molesworth Street, Malvern Road, High Street, Wynnstay Road, Pohlman Street [Pohlman Lane], Orrong Road, Wynnstay Street [Woodfull Street], Glew Street [A'Beckett Street].",bw0611,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1752769/oai_set/api_map,1184336,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184336,Melbourne and Metropolitan Board of Works,1900,"Prahran, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 51, Town of Williamstown [cartographic material]",Streets shown include Morris Street.,bw0732,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1761804/oai_set/api_map,1176806,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1176806,Melbourne and Metropolitan Board of Works.,1908,"Williamstown, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 229 & 237, City of Footscray [cartographic material]","Streets shown include Nicholson Street, Buckley Street, Napier Street, Hyde Street, Lyons Street, Railway Place, Parker Street, Smith Street, Wood Street.",bw0848,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1802367/oai_set/api_map,1163244,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1163244,Melbourne and Metropolitan Board of Works,1895,"Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1584, Borough of Kew [cartographic material].","Streets shown include Eglinton Street, Derby Street, Packington Street, Cobden Street, Malmsbury Street.",bw1044,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825551/oai_set/api_map,1186513,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1186513,Melbourne and Metropolitan Board of Works.,1904,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1640, Town of Essendon [cartographic material].","Streets shown include Mount Alexander Road, Mt. Alexander Road, St. James Street, Sherbourne Street, Buckley Street, Charles Street.",bw1090,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826109/oai_set/api_map,1184419,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184419,Melbourne and Metropolitan Board of Works.,1905,"Moonee Ponds, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1760, Town of Malvern [cartographic material]","Streets shown include Spring Road, Queen's Parade, High Street, Sorrett Avenue, Glenferrie Road.",bw1175,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826280/oai_set/api_map,1187660,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187660,Melbourne and Metropolitan Board of Works.,1902,"Malvern, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2078, Municipality of Caulfield [cartographic material].","Streets shown include Sycamore Street, Omar Street, Hawthorn road, Ellington Street, Alder Street, Keeron Street.",bw1505,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1850904/oai_set/api_map,1180682,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1180682,Melbourne and Metropolitan Board of Works,1919,"Caulfield South, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2116, Town of Brighton [cartographic material].","Streets shown include Bay Street, St. Kilda Street,Beach, Moule Avenue, Port Phillip Bay.",bw1531,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851020/oai_set/api_map,1197420,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197420,Melbourne and Metropolitan Board of Works,1906,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2153, Brighton [cartographic material].","Streets shown include Northern half of map missing., Ellis Street, Taylor Street, Lorrean Avenue, Lubrano Street, Hawthorn Road.",bw1567,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851057/oai_set/api_map,1197582,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197582,Melbourne and Metropolitan Board of Works,1927,"Brighton East, Victoria",1 map ; 79 x 65 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2015, Municipality of Kew [cartographic material].","Streets shown include Kilby Road, Glass Street, High Street, Boorool Road, Irymple Street, Irymple Avenue, Woodlands Avenue, Glass Creek.",bw1441,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1852443/oai_set/api_map,1196382,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1196382,Melbourne and Metropolitan Board of Works.,1926,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2190, Town of Brighton [cartographic material].","Streets shown include Hampton Street, Were Street, Whyte Street.",bw1592,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1865449/oai_set/api_map,1198003,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198003,Melbourne and Metropolitan Board of Works,1907,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2346, Municipality of Coburg [cartographic material].","Streets shown include Merribell Avenue, Merri Creek, Cole Crescent, Nicholson Street.",bw1728,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1902573/oai_set/api_map,1198788,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198788,Melbourne and Metropolitan Board of Works,1929,"Coburg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2519, Preston and Coburg [cartographic material].","Streets shown include Bell Street, Ward Street, Willow Street, Eleanor Street, Merri Creek.",bw1866,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1911113/oai_set/api_map,1201645,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1201645,Melbourne and Metropolitan Board of Works,1937,"Preston, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2854, Municipality of Caulfield [cartographic material].","Streets shown include Woornack Road, Clarence Avenue, Leila Road, Grandview Grove, Oakleigh Road.",bw2066,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1947916/oai_set/api_map,1212396,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1212396,Melbourne and Metropolitan Board of Works,1927,"Carnegie, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3050, Municipality of Oakleigh [cartographic material].","Streets shown include Haughton Road, South Regent (Bishop) Street, Golf Links Avenue, Princes (Princess) Street, Oxford Street, Bank Street, Hanover Street.",bw2196,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1958365/oai_set/api_map,1220816,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1220816,Melbourne and Metropolitan Board of Works,1925,"Oakleigh, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3184, Municipality of Camberwell [cartographic material].","Streets shown include Hortense Street, Montana Street, Welfare Parade, Prosper Parade, Yuile Street, Osric Street (Court), Audrey Crescent.",bw2280,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1979966/oai_set/api_map,1239109,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1239109,Melbourne and Metropolitan Board of Works.,1941,"Glen Iris, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3425, Municipality of Broadmeadows [cartographic material].","Streets shown include Bulla Road, First Avenue, Dublin Avenue, Balmoral Avenue.",bw2375,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1983105/oai_set/api_map,1248495,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1248495,Melbourne and Metropolitan Board of Works.,1947,"Strathmore, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3771, Municipality of Box Hill [cartographic material].","Streets shown include Boundary (Warrigal) Road, Wallace Road, Loudon Road (Street), Central Avenue, Alfred Street.",bw2479,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1990684/oai_set/api_map,1255302,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1255302,Melbourne and Metropolitan Board of Works.,1932,"Burwood, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3999, Municipality of Broadmeadows [cartographic material].","Streets shown include Sydney Road (Hume Highway), Princess Street - Queens Parade, Marlborough Street, Argyle Street, Albert Street.",bw2565,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1999487/oai_set/api_map,1266079,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1266079,Melbourne and Metropolitan Board of Works.,1936,"Fawkner, Victoria & Hadfield, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3854, Blackburn & Mitcham [cartographic material].","Streets shown include Heath Street, Orchid (Furness) Street, Gardenia Street, Blackburn Road, The Avenue, Gardiner's Creek.",bw2502,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1993690/oai_set/api_map,1260797,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1260797,Melbourne and Metropolitan Board of Works.,1938,"Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 4659, Municipality of Braybrook [cartographic material].","Streets shown include Geelong Road, Miller (Millers) Road, Francis Street.",bw2740,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2012750/oai_set/api_map,1287184,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1287184,Melbourne and Metropolitan Board of Works.,1941,"Brooklyn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1856, Shire of Camberwell and Boroondara [cartographic material].","Streets shown include Crescent Road, King Street, Bellett Street, Camberwell Road.",bw1260,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2040489/oai_set/api_map,1196211,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1196211,Melbourne and Metropolitan Board of Works.,1904,"Camberwell, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2584, Heidelberg [cartographic material].","Streets shown include Studley Road, Sherwood Road, Thoresby Grove, Locksley Road, Silverdale Road, Alandale Road, The Eyrie, Hopetoun Grove.",bw1910,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058778/oai_set/api_map,1188030,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1188030,Melbourne and Metropolitan Board of Works,1921,"Heidelberg, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2623, Municipality of Sandringham [cartographic material].","Streets shown include Edward Street, Percy Street, Potter Street, Beach Road, Red Bluff Street.",bw1929,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2058822/oai_set/api_map,1204028,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1204028,Melbourne and Metropolitan Board of Works,1925,"Black Rock, Victoria & Sandringham, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.1 , Municipality of Footscray [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Includes various sewage number areas., Carlisle Street, Suffolk Street, North Road, Summerhill Road, Cross Street, Rupbert Street, Ashley Street.",bw2810,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2176885/oai_set/api_map,1604162,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1604162,Melbourne and Metropolitan Board of Works.,1933/1950,"Footscray, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 160 feet to 1 inch. no.131 , Coburg & Broadmeadows [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Map contours included, Northumberland Street, South Street, Heath Street, Yorkshire Street, Madoline Street, Gaffney Street.",bw3149,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2184534/oai_set/api_map,1602333,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1602333,Melbourne and Metropolitan Board of Works.,1934,"Coburg, Victoria & Broadmeadows, Victoria",1 map.
"Melbourne and Metropolitan Board of Works plan, scale 400 feet to 1 inch. no.161 , Municipality of Caulfield [cartographic material].","Streets shown include Plan showing streets, railway lines and property boundaries., Murrumbeena Road, Neerim Road, Poath Road.",bw2943,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/2580633/oai_set/api_map,1604190,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1604190,Melbourne and Metropolitan Board of Works.,1933/1950,"Caulfield, Victoria",1 map.
"Melbourne and Metropolitan Board of Works detail plan, 1048 & 1049, City of Richmond [cartographic material].","Streets shown include Hoddle Street, York Street, Egan Street, Highett Street, Regent Street, New Street, Lennox Street, Leeds Street, Peers Street, Smith Street.",bw0030,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1265594/oai_set/api_map,1171115,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171115,Melbourne and Metropolitan Board of Works,1898,"Richmond, Victoria",1 map ; 79 x 130 cm.  Sewerage
